Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
female,widowed,14 thru 17,grades 9 to 11,student or hs or college,one to three years,yes,nine or more,none,rent,house,east indian,english,>25K
male,married,25 thru 34,grad study,professional/managerial,one to three years,no,two,none,rent,house,asian,other,>25K
male,single or never married,65 and over,1 to 3 years of college,unemployed,less than one year,yes,one,none,rent,apartment,hispanic,other,<=25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,two,none,own,condominium,white,english,>25K
female,single or never married,18 thru 24,graduated high school,student or hs or college,less than one year,no,five,three,live with parents/family,condominium,pacific islander,other,>25K
male,divorced or separated,25 thru 34,grades 9 to 11,homemaker,four to six years,no,two,two,live with parents/family,house,pacific islander,english,<=25K
female,divorced or separated,45 thru 54,grad study,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
female,married,45 thru 54,1 to 3 years of college,homemaker,more than ten years,no,two,none,own,house,white,english,>25K
female,widowed,65 and over,college graduate,student or hs or college,seven to ten years,not married,seven,one,rent,mobile home,white,english,<=25K
male,single or never married,25 thru 34,grad study,professional/managerial,less than one year,not married,one,none,rent,apartment,white,english,>25K
male,living together or not married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,condominium,white,english,>25K
male,single or never married,25 thru 34,college graduate,sales worker,less than one year,not married,nine or more,nine or more,rent,apartment,asian,other,<=25K
male,single or never married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,college graduate,professional/managerial,one to three years,not married,two,none,rent,apartment,white,english,>25K
male,single or never married,18 thru 24,graduated high school,sales worker,four to six years,no,seven,four,own,house,white,english,>25K
male,divorced or separated,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
female,living together or not married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,nine or more,live with parents/family,house,white,spanish,<=25K
male,single or never married,18 thru 24,college graduate,student or hs or college,less than one year,no,eight,four,live with parents/family,house,white,other,<=25K
male,living together or not married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,one,three,own,apartment,black,english,<=25K
female,married,25 thru 34,1 to 3 years of college,homemaker,more than ten years,not married,four,two,own,house,white,english,>25K
female,married,55 thru 64,graduated high school,homemaker,more than ten years,no,two,none,own,house,white,english,>25K
female,single or never married,45 thru 54,grad study,professional/managerial,seven to ten years,not married,one,none,own,house,white,english,>25K
male,single or never married,65 and over,grades 9 to 11,homemaker,less than one year,not married,nine or more,one,live with parents/family,other,pacific islander,english,<=25K
male,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,seven to ten years,not married,one,none,rent,apartment,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,no,two,none,rent,apartment,white,english,<=25K
male,married,18 thru 24,grades 9 to 11,clerical/service worker,more than ten years,not married,seven,six,live with parents/family,condominium,asian,english,>25K
female,married,25 thru 34,1 to 3 years of college,clerical/service worker,one to three years,yes,five,three,rent,house,white,english,>25K
male,single or never married,25 thru 34,college graduate,professional/managerial,four to six years,not married,seven,two,rent,house,asian,other,>25K
female,married,25 thru 34,graduated high school,homemaker,more than ten years,no,three,one,own,house,white,english,>25K
male,living together or not married,35 thru 44,grades 9 to 11,sales worker,more than ten years,yes,seven,one,live with parents/family,house,american indian,other,<=25K
male,single or never married,25 thru 34,1 to 3 years of college,homemaker,four to six years,not married,seven,nine or more,own,apartment,asian,other,<=25K
male,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,three,one,own,house,white,english,>25K
male,divorced or separated,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,apartment,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,18 thru 24,grade 8 or less,student or hs or college,one to three years,not married,three,nine or more,live with parents/family,apartment,asian,english,<=25K
female,married,35 thru 44,graduated high school,clerical/service worker,more than ten years,yes,three,one,own,house,black,english,>25K
male,married,35 thru 44,1 to 3 years of college,sales worker,more than ten years,yes,four,two,own,house,white,english,>25K
female,married,25 thru 34,grad study,professional/managerial,seven to ten years,yes,four,two,own,house,white,english,>25K
female,divorced or separated,25 thru 34,college graduate,professional/managerial,four to six years,not married,one,none,rent,house,white,english,>25K
male,divorced or separated,35 thru 44,1 to 3 years of college,homemaker,one to three years,yes,eight,five,live with parents/family,other,hispanic,english,<=25K
male,living together or not married,18 thru 24,grade 8 or less,student or hs or college,less than one year,not married,seven,five,live with parents/family,apartment,hispanic,english,>25K
female,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,seven to ten years,not married,three,two,own,house,black,english,>25K
male,married,25 thru 34,grad study,professional/managerial,one to three years,not married,two,none,live with parents/family,apartment,asian,spanish,<=25K
female,married,18 thru 24,1 to 3 years of college,sales worker,one to three years,yes,two,none,own,house,hispanic,english,<=25K
male,married,55 thru 64,1 to 3 years of college,sales worker,more than ten years,not married,two,none,own,house,white,english,>25K
male,married,35 thru 44,graduated high school,professional/managerial,more than ten years,yes,five,three,own,house,white,english,>25K
male,single or never married,18 thru 24,grade 8 or less,student or hs or college,more than ten years,not married,one,nine or more,live with parents/family,house,asian,spanish,>25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,five,three,own,house,white,english,>25K
male,single or never married,14 thru 17,grade 8 or less,professional/managerial,more than ten years,yes,one,two,own,apartment,white,english,<=25K
female,divorced or separated,45 thru 54,grad study,unemployed,more than ten years,not married,two,nine or more,live with parents/family,house,pacific islander,spanish,<=25K
female,married,18 thru 24,college graduate,professional/managerial,more than ten years,yes,two,none,rent,house,white,english,>25K
male,living together or not married,18 thru 24,grades 9 to 11,student or hs or college,four to six years,not married,two,five,own,apartment,american indian,english,<=25K
female,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,seven to ten years,not married,three,four,own,house,east indian,spanish,<=25K
