Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
male,married,25 thru 34,college graduate,professional/managerial,one to three years,not married,one,one,rent,apartment,white,spanish,>25K
female,divorced or separated,14 thru 17,1 to 3 years of college,homemaker,one to three years,not married,four,none,rent,condominium,white,spanish,>25K
male,married,18 thru 24,grad study,clerical/service worker,more than ten years,not married,one,none,own,condominium,black,english,>25K
female,divorced or separated,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,not married,four,one,rent,condominium,white,spanish,<=25K
male,divorced or separated,35 thru 44,college graduate,unemployed,more than ten years,not married,five,none,rent,condominium,black,english,>25K
male,married,18 thru 24,grades 9 to 11,professional/managerial,more than ten years,not married,three,one,live with parents/family,condominium,white,english,<=25K
male,single or never married,14 thru 17,grad study,clerical/service worker,more than ten years,not married,four,none,own,house,white,english,<=25K
male,divorced or separated,18 thru 24,grades 9 to 11,homemaker,more than ten years,not married,one,none,live with parents/family,apartment,white,english,>25K
female,married,18 thru 24,grades 9 to 11,professional/managerial,more than ten years,not married,three,one,live with parents/family,house,white,english,<=25K
male,divorced or separated,18 thru 24,grade 8 or less,retired,more than ten years,not married,four,none,own,house,white,english,<=25K
female,divorced or separated,45 thru 54,grad study,professional/managerial,one to three years,not married,three,none,rent,apartment,white,english,>25K
female,divorced or separated,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,not married,three,none,own,apartment,white,english,>25K
male,divorced or separated,45 thru 54,grad study,professional/managerial,one to three years,not married,three,none,rent,apartment,white,english,>25K
male,divorced or separated,45 thru 54,1 to 3 years of college,professional/managerial,one to three years,not married,three,none,rent,condominium,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,not married,four,one,live with parents/family,house,white,english,>25K
female,divorced or separated,18 thru 24,grad study,unemployed,one to three years,not married,one,none,rent,condominium,white,english,<=25K
male,single or never married,45 thru 54,1 to 3 years of college,student or hs or college,more than ten years,not married,four,none,live with parents/family,condominium,white,english,>25K
male,single or never married,35 thru 44,grad study,student or hs or college,more than ten years,not married,two,two,live with parents/family,house,white,english,<=25K
female,married,35 thru 44,grad study,clerical/service worker,more than ten years,not married,four,two,own,house,black,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,homemaker,one to three years,not married,four,two,rent,house,white,english,<=25K
female,married,18 thru 24,college graduate,homemaker,more than ten years,not married,four,none,own,house,white,english,>25K
male,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,four,one,own,house,white,english,>25K
male,divorced or separated,25 thru 34,grad study,professional/managerial,one to three years,not married,four,one,rent,other,other,english,<=25K
female,divorced or separated,18 thru 24,grade 8 or less,student or hs or college,one to three years,not married,three,two,own,apartment,white,english,<=25K
female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,one,none,own,house,white,english,>25K
male,married,45 thru 54,1 to 3 years of college,homemaker,one to three years,not married,one,one,own,house,white,english,>25K
female,married,35 thru 44,grad study,professional/managerial,one to three years,not married,one,one,rent,house,white,english,>25K
male,married,45 thru 54,grad study,professional/managerial,more than ten years,not married,one,none,live with parents/family,condominium,white,english,<=25K
female,divorced or separated,18 thru 24,grad study,professional/managerial,one to three years,not married,five,two,own,house,white,english,>25K
female,divorced or separated,45 thru 54,college graduate,professional/managerial,one to three years,not married,four,one,rent,house,black,english,<=25K
male,divorced or separated,35 thru 44,1 to 3 years of college,clerical/service worker,one to three years,not married,six,none,rent,house,white,spanish,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,not married,five,none,rent,condominium,white,english,>25K
male,married,18 thru 24,grad study,professional/managerial,more than ten years,not married,one,none,own,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,homemaker,more than ten years,not married,four,one,live with parents/family,house,white,english,>25K
female,married,25 thru 34,grad study,clerical/service worker,more than ten years,not married,four,two,rent,house,white,english,>25K
female,married,45 thru 54,grad study,homemaker,more than ten years,not married,one,none,own,house,white,english,>25K
female,married,25 thru 34,college graduate,professional/managerial,one to three years,not married,one,one,own,house,white,english,>25K
female,single or never married,45 thru 54,1 to 3 years of college,professional/managerial,one to three years,not married,five,one,rent,condominium,white,spanish,<=25K
female,single or never married,35 thru 44,grad study,retired,one to three years,not married,four,two,own,house,white,english,>25K
male,single or never married,25 thru 34,grad study,unemployed,more than ten years,not married,five,one,own,house,white,english,>25K
female,married,25 thru 34,college graduate,professional/managerial,one to three years,not married,one,one,own,house,white,english,>25K
male,married,45 thru 54,1 to 3 years of college,professional/managerial,one to three years,not married,one,none,own,house,white,english,>25K
male,married,45 thru 54,grad study,clerical/service worker,more than ten years,not married,one,none,rent,house,white,english,>25K
male,single or never married,25 thru 34,1 to 3 years of college,homemaker,more than ten years,not married,five,none,live with parents/family,apartment,other,english,>25K
female,married,35 thru 44,grad study,professional/managerial,one to three years,not married,one,one,rent,apartment,black,english,>25K
female,single or never married,18 thru 24,grades 9 to 11,unemployed,one to three years,not married,two,one,live with parents/family,house,asian,english,>25K
male,married,18 thru 24,grad study,homemaker,more than ten years,not married,one,one,rent,apartment,white,english,<=25K
