Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
female,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,house,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,clerical/service worker,one to three years,yes,three,one,rent,house,white,english,>25K
female,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,three,two,own,condominium,black,english,>25K
female,living together or not married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,two,none,rent,apartment,white,english,<=25K
male,living together or not married,25 thru 34,college graduate,factory worker/laborer/driver,one to three years,not married,three,one,rent,apartment,white,english,<=25K
female,married,25 thru 34,1 to 3 years of college,professional/managerial,seven to ten years,yes,four,two,rent,apartment,hispanic,english,<=25K
male,living together or not married,18 thru 24,graduated high school,clerical/service worker,more than ten years,no,four,three,live with parents/family,house,pacific islander,english,<=25K
male,married,65 and over,graduated high school,retired,more than ten years,no,three,none,own,house,white,english,>25K
female,widowed,45 thru 54,graduated high school,clerical/service worker,more than ten years,not married,two,one,own,house,white,english,<=25K
female,married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,one,rent,apartment,hispanic,english,<=25K
female,living together or not married,18 thru 24,grades 9 to 11,sales worker,one to three years,not married,six,none,rent,house,white,english,<=25K
male,single or never married,14 thru 17,grades 9 to 11,sales worker,more than ten years,not married,three,one,live with parents/family,house,black,english,>25K
female,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,five,one,live with parents/family,house,hispanic,spanish,>25K
male,divorced or separated,35 thru 44,grad study,professional/managerial,more than ten years,not married,two,two,rent,house,white,english,>25K
female,married,35 thru 44,graduated high school,clerical/service worker,seven to ten years,yes,three,one,rent,house,white,english,>25K
female,divorced or separated,35 thru 44,grad study,professional/managerial,one to three years,not married,three,none,rent,other,asian,other,>25K
female,married,25 thru 34,1 to 3 years of college,unemployed,more than ten years,no,six,four,rent,apartment,hispanic,english,<=25K
male,married,65 and over,graduated high school,retired,more than ten years,no,two,none,own,house,white,english,>25K
female,widowed,65 and over,1 to 3 years of college,homemaker,more than ten years,not married,one,none,own,house,white,english,<=25K
female,married,35 thru 44,college graduate,homemaker,more than ten years,no,four,two,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,black,english,>25K
female,single or never married,18 thru 24,college graduate,unemployed,one to three years,not married,one,none,rent,apartment,white,english,<=25K
male,single or never married,25 thru 34,grad study,professional/managerial,more than ten years,not married,one,none,live with parents/family,house,white,english,>25K
female,married,25 thru 34,college graduate,clerical/service worker,more than ten years,yes,two,none,rent,house,white,english,>25K
female,divorced or separated,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,rent,apartment,black,english,>25K
female,married,25 thru 34,1 to 3 years of college,homemaker,one to three years,no,four,two,own,condominium,white,english,>25K
male,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,asian,other,>25K
male,married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,35 thru 44,grad study,clerical/service worker,more than ten years,yes,four,one,own,house,white,english,>25K
female,married,35 thru 44,college graduate,clerical/service worker,seven to ten years,yes,three,one,rent,apartment,asian,english,>25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,one,live with parents/family,house,hispanic,english,<=25K
male,married,65 and over,graduated high school,retired,more than ten years,no,two,none,rent,other,white,english,<=25K
female,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,asian,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,less than one year,not married,four,none,rent,apartment,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,one to three years,yes,four,two,rent,condominium,white,english,>25K
female,married,25 thru 34,graduated high school,clerical/service worker,less than one year,yes,three,one,rent,house,white,english,<=25K
female,married,55 thru 64,grad study,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
male,single or never married,18 thru 24,college graduate,professional/managerial,less than one year,not married,three,none,rent,apartment,asian,english,<=25K
female,living together or not married,18 thru 24,grades 9 to 11,student or hs or college,one to three years,yes,three,one,rent,condominium,white,english,>25K
male,married,25 thru 34,grad study,professional/managerial,one to three years,no,two,none,rent,house,asian,other,>25K
female,widowed,65 and over,1 to 3 years of college,retired,more than ten years,not married,one,none,rent,mobile home,white,english,<=25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,two,none,own,condominium,white,english,>25K
female,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,five,none,live with parents/family,house,white,english,>25K
female,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,one to three years,not married,two,none,rent,house,white,english,<=25K
female,divorced or separated,45 thru 54,grad study,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
female,married,45 thru 54,1 to 3 years of college,homemaker,more than ten years,no,two,none,own,house,white,english,>25K
male,single or never married,14 thru 17,grades 9 to 11,sales worker,more than ten years,not married,three,one,rent,house,other,other,<=25K
male,single or never married,25 thru 34,grad study,professional/managerial,less than one year,not married,one,none,rent,apartment,white,english,>25K
male,living together or not married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,condominium,white,english,>25K
female,single or never married,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,one,none,rent,apartment,hispanic,english,<=25K
